state,year,cigs,loggdppercap,retprice,pctage1524,beerpercap,cigsalespercap88,cigsalespercap80,cigsalespercap75
WI,1989,100.3,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1990,94,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1991,95.5,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1992,96.2,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1993,91.2,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1994,91.8,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1995,93.5,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1996,92.1,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1997,91.9,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1998,88.7,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1999,84.4,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,2000,80.1,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WV,1970,114.5,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1971,111.5,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1972,117.5,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1973,116.6,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1974,119.9,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1975,123.2,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1976,129.7,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1977,133.9,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1978,131.6,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1979,122.1,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1980,122.3,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1981,120.5,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1982,119.8,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1983,115.7,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1984,111.9,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1985,109.1,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1986,112.1,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1987,107.5,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1988,109.1,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1989,104,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1990,104.1,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1991,100.1,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1992,97.9,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1993,111,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1994,104.2,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1995,115.2,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1996,112.7,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1997,114.5,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1998,114.6,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,1999,112.4,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WV,2000,107.9,9.655,92.589,0.165,19.8,109.1,122.3,123.2
WY,1970,132.2,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1971,131.7,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1972,140,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1973,141.2,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1974,145.8,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1975,160.7,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1976,161.5,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1977,160.4,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1978,160.3,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1979,168.6,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1980,158.1,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1981,163.1,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1982,157.7,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1983,141.2,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1984,128.9,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1985,125.7,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1986,124.8,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1987,110.4,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1988,114.3,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1989,111.4,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1990,96.9,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1991,109.1,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1992,110.8,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1993,108.4,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1994,111.2,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1995,115,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1996,110.3,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1997,108.8,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1998,102.9,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,1999,104.8,9.914,81,0.174,24.98,114.3,158.1,160.7
WY,2000,90.5,9.914,81,0.174,24.98,114.3,158.1,160.7
